catalog,source_id,ra,dec,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_params_solved,non_single_star,duplicated_source,visibility_periods_used,astrometric_excess_noise,astrometric_sigma5d_max,ipd_frac_multi_peak,ipd_frac_odd_win,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,phot_variable_flag,teff_gspphot,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count,pm_total_query,cohorts,cohort_ranks,official_best_hip_ids,has_official_best_neighbour,fis_supplemental_hip_ids,has_fis_supplemental_match,any_gaia_hip_hip_ids,has_any_gaia_hip_match,official_neighbourhood_hip_ids
gaia_dr3,2202630001603369856,325.87694430713873,58.78002783444686,2016.0,0.11902358415373226,0.26368567,3.4393409565980617,0.31672442,-4.108339831164347,0.25467202,3.066256,95,0,False,18,1.7062451,0.4666197,10,0,2.450726,194.30455,4.243888,45.57778,1.9729801,72.22725,0.7926577,2.2709079,VARIABLE,,5.3579401250913925,8401.69624457274,2.2154069325847723,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;phot_variable,4,,brightest,brightest:46,107259,True,,False,107259,True,107259
gaia_dr3,2272185759996420992,322.16505269614026,70.56071944518608,2016.0,,,,,,,,3,0,True,17,7.374011,2.0292778,44,0,3.19459,127.49838,3.1581244,77.901344,3.3785756,153.24348,1.1053097,-0.22045112,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;duplicated_source,4,,brightest,brightest:195,106032,True,,False,106032,True,106032
gaia_dr3,2493390319631956352,34.83664886460604,-2.9787036389443307,2016.0,,,,,,,,3,0,False,8,3.562416,2.1984136,33,0,3.5681472,11.504868,7.9742136,2.7879927,2.3836334,9.848258,1.2657229,5.59058,VARIABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:354,,False,10826,True,10826,True,
gaia_dr3,2793343001564046976,7.01268028478256,17.893217438629772,2016.0,6.002455748722853,0.25003222,114.64812050011743,0.39034662,20.337573097474593,0.18332075,2.4403996,95,0,False,14,1.405952,0.55072033,20,0,3.8245497,152.97989,5.372078,29.77622,2.7384975,72.00902,1.3189085,2.6335804,VARIABLE,19664.053,116.4380024463859,166.59847933285818,0.04165498702155374,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:497,2219,True,,False,2219,True,2219
gaia_dr3,2989528414633822464,77.84544163484792,-11.8488309684996,2016.0,6.077662841446712,0.28726494,31.526662982294667,0.31506172,57.63056971865705,0.29696947,1.9238242,95,0,False,20,1.8800321,0.53771216,39,0,3.6340435,125.09592,6.24513,38.375214,2.5675855,60.91538,1.1895424,3.6775446,VARIABLE,,65.69028120579314,164.53693238468003,0.04726569252309559,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:386,24169,True,,False,24169,True,24169
gaia_dr3,3214077516844988800,81.11923705133687,-2.3971524975189644,2016.0,1.5783049215332816,0.76746,-0.48323696267196975,0.4988103,-1.2479976130582586,0.3218385,12.236416,95,0,False,10,2.0248468,0.81674993,28,0,3.6153696,137.70503,3.4890485,53.177776,3.7109325,37.450752,1.2001679,-0.22188401,NOT_AVAILABLE,18608.2,1.338288460792942,633.5911308117359,0.48625584202606936,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:375,25281,True,,False,25281,True,25281
gaia_dr3,3216486443742786048,84.68652242854718,-2.6000786610750604,2016.0,,,,,,,,3,0,False,17,12.346029,4.166279,37,0,3.790166,87.06719,3.642562,552.4977,3.9755402,846.3338,1.1856929,-0.33297825,VARIABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:471,26549,True,,False,26549,True,26549
gaia_dr3,3296627028792695168,73.13318318973232,14.250398248921895,2016.0,5.812463129775632,0.20349878,1.4220855326657342,0.24315058,-54.86312884963143,0.15644296,1.9369885,95,0,False,16,1.2930958,0.35253093,16,0,3.52523,448.56778,5.0386367,136.3757,2.5430396,137.25108,1.2200615,2.4955971,VARIABLE,,54.88155641409487,172.04410207391734,0.035010765003380205,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:326,22667,True,,False,22667,True,22667
gaia_dr3,3360277997443303424,108.34287487123926,16.158780011535235,2016.0,5.030954301355951,0.26529083,12.727174275590265,0.23373623,-41.44666476046514,0.20615304,3.919305,95,0,False,12,1.3522015,0.3902066,14,0,3.8033657,195.76207,5.3263693,41.13951,2.6965218,83.898605,1.345021,2.6298475,VARIABLE,,43.356740938493395,198.7694461328099,0.052731710659261036,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:482,34909,True,,False,34909,True,34909
gaia_dr3,3400796031719045632,83.05313628063799,18.59421655157538,2016.0,1.5207023448393597,0.26613823,0.9565282493019445,0.28591993,-4.511302181298485,0.17032059,2.662109,95,0,False,17,1.6211498,0.43313578,12,0,3.1337926,579.9094,4.637983,138.47723,2.3087018,119.72979,1.0814766,2.329281,NOT_AVAILABLE,,4.611593397373745,657.5908844972785,0.17501007129830667,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:177,25945,True,,False,25945,True,25945
gaia_dr3,3402918982515591168,84.41119325636477,21.14245103416954,2016.0,,,,,,,,3,0,True,7,2.419302,2.0420873,0,0,2.9119813,237.99948,3.0193913,30.415262,2.9815657,122.29491,1.0517108,0.037825584,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;duplicated_source,4,,brightest,brightest:134,26451,True,,False,26451,True,26451
gaia_dr3,4136366183978856960,257.5946814508237,-15.72447861063109,2016.0,,,,,,,,3,0,False,7,4.6973534,2.8143356,51,0,2.7693226,45.664948,2.79815,19.843641,2.3486848,118.88599,1.3263254,0.44946527,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:98,,False,84012,True,84012,True,
gaia_dr3,4240272953377646592,298.11824336043924,1.0056218968067914,2016.0,3.6714961421919132,0.19419388,8.89020579424654,0.17650627,-8.322008917309102,0.1360965,2.56131,95,0,False,15,1.2015446,0.24991415,42,0,3.7476714,78.10334,4.282705,25.366604,3.140237,31.711945,1.1795751,1.1424677,VARIABLE,5808.348,12.177503499643388,272.368528052706,0.052892302540839306,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:443,97804,True,,False,97804,True,97804
gaia_dr3,4402474042572385536,237.40470512724517,-3.430337302540748,2016.0,,,,,,,,3,0,False,11,57.267685,18.34443,67,0,3.511335,181.57898,3.5508673,156.60388,3.52202,492.6419,1.1160991,0.028847218,VARIABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:321,,False,,False,,False,
gaia_dr3,4493746564376875520,263.7341968642716,12.559009843277153,2016.0,,,,,,,,3,0,False,5,1.3547153,37.762325,47,0,2.1082857,147.69809,2.9305065,15.548083,2.311921,22.587225,0.68902594,0.6185856,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:13,,False,,False,,False,
gaia_dr3,4677205714465503104,69.1893185844083,-62.07749050901024,2016.0,,,,,,,,3,0,False,7,4.0775447,4.183867,44,0,1.9587749,141.57024,5.5383353,81.303825,1.7679414,71.87498,0.52864796,3.7703938,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;visibility_periods_lt_8;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:6,,False,,False,,False,
gaia_dr3,4775977077371116672,68.49943929352415,-55.04500922068205,2016.0,,,,,,,,3,0,False,17,8.125576,1.8175269,53,0,3.4664958,45.33436,3.293265,75.39717,3.277037,177.58948,1.3518541,0.016228199,VARIABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,,brightest,brightest:299,21281,True,,False,21281,True,21281
gaia_dr3,4937000898856154624,32.62406949532682,-50.820823199984886,2016.0,92.6160563378182,0.15740973,2168.886011133065,0.14741921,710.8477271238621,0.22197476,4.4071383,95,0,False,21,1.4694118,0.3359096,61,4,13.0888405,221.02371,,,,,,,NOT_AVAILABLE,,2282.4046574711197,10.797263882112274,0.001699594366221348,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;missing_bp_or_rp,4,2282.4046574711197,high_pm;nearest,high_pm:63;nearest:393,,False,,False,,False,
gaia_dr3,5589311357728452608,109.28559423278779,-37.097444485279574,2016.0,5.762063161817684,0.8174619,-11.561999924300897,1.0512794,6.520111466968526,1.0914146,8.443204,95,0,False,16,4.701172,1.7514137,56,0,2.0832374,211.84961,3.4506135,32.839706,1.9080331,34.629177,0.70047975,1.5425804,NOT_AVAILABLE,,13.273722002182675,173.54894799253518,0.14186965413370142,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4,,brightest,brightest:11,35264,True,,False,35264,True,35264
