catalog,HIP,n_HIP,Sn,So,RArad,DErad,Plx,e_Plx,pmRA,pmDE,Hpmag,B-V,HIP1,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count,cohorts,cohort_ranks,official_best_gaia_ids,has_official_best_neighbour,fis_supplemental_gaia_ids,has_fis_supplemental_match,any_gaia_hip_gaia_ids,has_any_gaia_hip_match,official_neighbourhood_gaia_ids
hipparcos2,61622,,7,0,189.42636615,-48.54128815,24.85,0.53,-186.26,-6.01,3.8752,0.049,HIP1,186.3569362808908,40.241447,0.021327967,hip_solution_type_not_5,1,brightest,brightest:415,6127688772460862976,True,,False,6127688772460862976,True,6127688772460862976
hipparcos2,61792,,15,3,189.97286013,-77.84412809,37.93,1.87,-853.21,355.53,9.177,1.154,HIP1,924.3207695383676,26.364355,0.049301345,hip_solution_type_not_5,1,high_pm,high_pm:247,,False,,False,,False,
hipparcos2,61932,,15,3,190.38002117,-48.95988559,25.06,0.28,-185.72,5.79,2.146,-0.023,HIP1,185.8102324954145,39.904232,0.011173185,hip_solution_type_not_5,1,brightest,brightest:59,,False,,False,,False,
hipparcos2,61941,,17,3,190.41667567,-1.44952191,85.58,0.6,-614.76,61.34,2.8213,0.368,HIP1,617.8126359989734,11.684973,0.0070109842,hip_solution_type_not_5,1,brightest;nearest,brightest:123;nearest:276,,False,,False,,False,
hipparcos2,62145,,75,4,191.06209333,51.75974874,67.2,0.66,-379.08,-183.68,7.1604,0.936,HIP1,421.2362624466227,14.880953,0.00982143,hip_solution_type_not_5,1,nearest,nearest:477,,False,,False,,False,
hipparcos2,62322,,15,3,191.57029068,-68.10809406,9.55,0.41,-41.97,-8.89,2.9789,-0.178,HIP1,42.901200449404676,104.712036,0.042931937,hip_solution_type_not_5,1,brightest,brightest:161,,False,,False,,False,
hipparcos2,62434,,1,1,191.9304935,-59.68873267,11.71,0.98,-42.97,-16.18,1.1537,-0.238,HIP1,45.91528394772268,85.397095,0.08368915,hip_solution_type_not_5,1,brightest,brightest:17,,False,,False,,False,
hipparcos2,62882,,5,0,193.31195398,-18.52029025,10.5,1.26,299.64,-794.83,8.4627,0.55,HIP1,849.4344344915622,95.2381,0.12,parallax_frac_error_gt_0p1,1,high_pm,high_pm:300,3510294882898890880,True,,False,3510294882898890880,True,3510294882898890880
hipparcos2,63090,P,5,0,193.90201354,3.39759875,16.44,0.22,-469.99,-52.83,3.4405,1.571,HIP1,472.94990115233134,60.827248,0.013381994,hip_component_flag,1,brightest,brightest:253,3704342295607157120,True,,False,3704342295607157120,True,3704342295607157120
hipparcos2,63613,,75,4,195.56574102,-71.54879895,35.88,0.44,264.17,-22.75,3.7698,1.19,HIP1,265.14779161818416,27.87068,0.012263099,hip_solution_type_not_5,1,brightest,brightest:359,5843518239925459456,True,,False,5843518239925459456,True,5843518239925459456
hipparcos2,64797,,15,3,199.2111134,17.01781623,90.32,0.74,632.6,-262.21,6.6314,0.926,HIP1,684.7896349244782,11.071745,0.0081930915,hip_solution_type_not_5,1,nearest,nearest:243,3936909723803146368,True,,False,3936909723803146368,True,3936909723803146368
hipparcos2,65011,,95,3,199.88881473,35.11204768,75.38,1.54,387.77,-777.74,9.5586,1.47,HIP1,869.0483763864933,13.266119,0.020429822,hip_solution_type_not_5,1,high_pm;nearest,high_pm:281;nearest:364,,False,1473166433840438016,True,1473166433840438016,True,
hipparcos2,65026,,15,3,199.93990019,47.77807191,93.4,2.21,88.61,-12.34,8.5541,1.469,HIP1,89.46512001892134,10.706638,0.02366167,hip_solution_type_not_5,1,nearest,nearest:220,,False,,False,,False,
hipparcos2,65201,,55,3,200.43484147,-39.3113406,14.66,1.37,-753.37,104.52,8.9048,0.45,HIP1,760.5858184978208,68.21282,0.09345157,hip_solution_type_not_5,1,high_pm,high_pm:390,,False,,False,,False,
hipparcos2,65362,,5,0,200.93596516,-14.04501687,27.96,3.61,-707.97,-412.09,11.8697,1.362,HIP1,819.1701221358113,35.76538,0.12911302,parallax_frac_error_gt_0p1,1,high_pm,high_pm:329,3608394512920061952,True,,False,3608394512920061952,True,3608394512920061952
hipparcos2,65378,,15,3,200.98091528,54.92541509,38.01,1.71,119.01,-25.97,2.254,0.057,HIP1,121.8105947773017,26.308867,0.044988163,hip_solution_type_not_5,1,brightest,brightest:71,1563590579347125632,True,,False,1563590579347125632,True,1563590579347125632
hipparcos2,65982,,55,3,202.91848519,-2.31804543,32.57,2.01,-854.53,269.8,7.4632,0.781,HIP1,896.1102392563093,30.703102,0.061713234,hip_solution_type_not_5,1,high_pm,high_pm:261,,False,,False,,False,
hipparcos2,66397,,5,0,204.19942112,19.08776215,9.16,3.16,-602.62,-344.66,12.1493,0.0,HIP1,694.2199795453888,109.17031,0.34497818,parallax_frac_error_gt_0p1,1,high_pm,high_pm:487,1248692648174081408,True,,False,1248692648174081408,True,1248692648174081408
hipparcos2,67422,,15,3,207.26781398,26.98012908,74.58,0.78,-418.67,-89.51,7.142,1.11,HIP1,428.13153235892355,13.408421,0.010458567,hip_solution_type_not_5,1,nearest,nearest:370,,False,,False,,False,
hipparcos2,67464,P,5,0,207.37623896,-41.68765986,7.47,0.17,-26.77,-20.18,3.3237,-0.225,HIP1,33.524100286212004,133.8688,0.022757698,hip_component_flag,1,brightest,brightest:229,6112195451032545024,True,,False,6112195451032545024,True,6112195451032545024
hipparcos2,67927,,75,4,208.67131829,18.3985867,87.75,1.24,-60.95,-356.29,2.7957,0.58,HIP1,361.46571981309654,11.396011,0.014131054,hip_solution_type_not_5,1,brightest;nearest,brightest:120;nearest:261,,False,1244946371540479616,True,1244946371540479616,True,
hipparcos2,68002,P,5,0,208.88514577,-47.28826623,8.54,0.13,-57.37,-44.55,2.4419,-0.176,HIP1,72.63621273166711,117.096016,0.015222482,hip_component_flag,1,brightest,brightest:86,,False,,False,,False,
hipparcos2,68702,,15,3,210.9560192,-60.37297887,8.32,0.5,-33.27,-23.16,0.5366,-0.231,HIP1,40.5373716464203,120.192314,0.060096156,hip_solution_type_not_5,1,brightest,brightest:11,,False,,False,,False,
hipparcos2,68756,,75,4,211.09760812,64.3758087,10.76,0.17,-56.34,17.21,3.6452,-0.049,HIP1,58.9099287047608,92.9368,0.015799256,hip_solution_type_not_5,1,brightest,brightest:313,,False,1667976701458958848,True,1667976701458958848,True,
hipparcos2,69673,,55,3,213.91811408,19.18727046,88.83,0.54,-1093.39,-2000.06,0.1114,1.239,HIP1,2279.416963984431,11.257458,0.0060790274,hip_solution_type_not_5,1,brightest;high_pm;nearest,brightest:4;high_pm:35;nearest:253,,False,,False,,False,
hipparcos2,71075,P,5,0,218.01982423,38.30788378,37.58,0.14,-115.71,151.16,3.098,0.191,HIP1,190.36320469040228,26.609898,0.0037253858,hip_component_flag,1,brightest,brightest:176,,False,1487434040320076800,True,1487434040320076800,True,
hipparcos2,71352,P,5,0,218.87688121,-42.15774569,10.67,0.21,-34.73,-32.72,2.2729,-0.157,HIP1,47.715524727283466,93.72071,0.01968135,hip_component_flag,1,brightest,brightest:73,,False,,False,,False,
hipparcos2,71469,,75,4,219.25123277,-12.30623567,31.08,0.83,-868.62,364.52,6.2977,0.464,HIP1,942.0061224854114,32.175034,0.026705276,hip_solution_type_not_5,1,high_pm,high_pm:239,,False,6323603052822806784,True,6323603052822806784,True,
hipparcos2,71748,,5,0,220.13994822,31.48176224,17.52,3.08,117.18,-850.93,11.8546,1.184,HIP1,858.9604282503356,57.077625,0.17579907,parallax_frac_error_gt_0p1,1,high_pm,high_pm:289,1286024744429754752,True,,False,1286024744429754752,True,1286024744429754752
hipparcos2,71795,,15,3,220.28716825,13.72833156,18.56,0.76,51.95,-11.08,3.7971,0.044,HIP1,53.118442183482756,53.87931,0.040948275,hip_solution_type_not_5,1,brightest,brightest:372,1185648953539868800,True,,False,1185648953539868800,True,1185648953539868800
hipparcos2,71860,P,5,0,220.48239095,-47.38814121,7.02,0.17,-20.94,-23.67,2.2296,-0.154,HIP1,31.603045739295446,142.45015,0.024216525,hip_component_flag,1,brightest,brightest:69,5905821894507108864,True,,False,5905821894507108864,True,5905821894507108864
hipparcos2,71898,G,5,2,220.59172389,66.0558806,93.17,1.3,-301.43,-36.08,10.8699,1.615,HIP1,303.58163860813454,10.733068,0.013952989,hip_component_flag,1,nearest,nearest:223,1669449084967071872,True,,False,1669449084967071872,True,1669449084967071872
hipparcos2,71979,,5,0,220.82707054,5.82770981,12.86,2.76,-896.76,0.13,10.5704,0.714,HIP1,896.760009422811,77.7605,0.21461898,parallax_frac_error_gt_0p1,1,high_pm,high_pm:260,1159108770069883136,True,,False,1159108770069883136,True,1159108770069883136
hipparcos2,72105,,15,3,221.24687848,27.07417376,16.1,0.66,-50.95,21.07,2.5167,0.966,HIP1,55.13481114504701,62.1118,0.04099379,hip_solution_type_not_5,1,brightest,brightest:91,1279798794197267072,True,,False,1279798794197267072,True,1279798794197267072
hipparcos2,72659,,17,3,222.84701774,19.10063351,148.98,0.48,154.98,-66.43,4.6801,0.72,HIP1,168.6171560073292,6.712311,0.003221909,hip_solution_type_not_5,1,nearest,nearest:86,1237090738916392704,True,,False,1237090738916392704,True,1237090738916392704
hipparcos2,72896,,55,3,223.46626296,23.55551513,98.4,4.42,-677.89,107.1,11.679,0.0,HIP1,686.2982311648486,10.162601,0.0449187,hip_solution_type_not_5,1,nearest,nearest:195,,False,,False,,False,
hipparcos2,73334,,55,3,224.79041163,-42.10414165,8.51,0.54,-17.62,-22.51,3.0671,-0.208,HIP1,28.586089274330618,117.50881,0.06345476,hip_solution_type_not_5,1,brightest,brightest:173,5908713025970995584,True,,False,5908713025970995584,True,5908713025970995584
hipparcos2,73470,,15,3,225.23074722,45.42530751,84.79,1.07,240.63,370.16,9.2154,1.427,HIP1,441.4988363518074,11.793843,0.012619413,hip_solution_type_not_5,1,nearest,nearest:281,,False,,False,,False,
hipparcos2,73807,,15,3,226.27960679,-47.0511939,7.36,0.55,-22.98,-22.81,3.8552,-0.144,HIP1,32.37864265221753,135.86957,0.07472826,hip_solution_type_not_5,1,brightest,brightest:401,5903642967392021504,True,,False,5903642967392021504,True,5903642967392021504;5903642971705779712
hipparcos2,74419,,5,0,228.13622242,6.03057952,6.72,4.28,-442.75,-661.08,12.5065,0.764,HIP1,795.6471132983517,148.80952,0.63690484,parallax_frac_error_gt_0p1,1,high_pm,high_pm:353,1157100026750416640,True,,False,1157100026750416640,True,1157100026750416640
hipparcos2,74477,,5,0,228.27599407,-21.97739812,16.81,2.72,-725.57,-77.23,11.4009,1.25,HIP1,729.6686219099737,59.488403,0.16180846,parallax_frac_error_gt_0p1,1,high_pm,high_pm:436,6252489114640798592,True,,False,6252489114640798592,True,6252489114640798592
hipparcos2,76297,,15,3,233.78525188,-41.16669506,7.75,0.5,-15.62,-25.43,2.7,-0.216,HIP1,29.844083165679592,129.03226,0.06451613,hip_solution_type_not_5,1,brightest,brightest:111,6002777448326587264,True,,False,6002777448326587264,True,6002777448326587264;6002777448330124160
hipparcos2,76952,,15,3,235.68599233,26.29551427,22.33,0.5,-111.65,49.52,3.8233,0.02,HIP1,122.13907196307004,44.782803,0.022391401,hip_solution_type_not_5,1,brightest,brightest:380,,False,,False,,False,
hipparcos2,77516,,7,1,237.40527319,-3.43014121,19.23,0.38,-100.28,-25.99,3.5411,-0.036,HIP1,103.5932357830375,52.002083,0.019760791,hip_solution_type_not_5,1,brightest,brightest:282,,False,,False,,False,
hipparcos2,78400,,1,1,240.08324264,-16.53238016,28.4,1.23,-631.32,-417.38,5.572,0.517,HIP1,756.8163626666644,35.21127,0.04330986,hip_solution_type_not_5,1,high_pm,high_pm:395,,False,,False,,False,
hipparcos2,78459,,75,4,240.26166251,33.30538802,58.02,0.28,-196.63,-773.02,5.5246,0.612,HIP1,797.636055666994,17.235435,0.004825922,hip_solution_type_not_5,1,high_pm,high_pm:349,1323427759184545536,True,,False,1323427759184545536,True,1323427759184545536
hipparcos2,78709,,7,1,241.01678545,25.25314993,45.01,0.79,-489.51,697.39,7.2387,0.771,HIP1,852.0404052625673,22.217285,0.017551657,hip_solution_type_not_5,1,high_pm,high_pm:298,,False,1219254942328596736,True,1219254942328596736,True,
hipparcos2,78820,,95,3,241.35931336,-19.80539435,8.07,0.78,-5.2,-24.04,2.594,-0.065,HIP1,24.595967149108002,123.91574,0.09665427,hip_solution_type_not_5,1,brightest,brightest:99,,False,6247207266946218112,True,6247207266946218112,True,
hipparcos2,80346,,75,4,246.03466138,48.35400423,124.12,1.16,1146.26,-451.86,10.3133,1.475,HIP1,1232.107725485073,8.056719,0.009345794,hip_solution_type_not_5,1,nearest;high_pm,nearest:113;high_pm:138,,False,1411178510887026048,True,1411178510887026048,True,
hipparcos2,80679,,5,2,247.07121463,44.6789738,9.27,1.8,-271.14,-688.77,11.4722,0.735,HIP1,740.2168685594783,107.87486,0.19417474,parallax_frac_error_gt_0p1,1,high_pm,high_pm:421,1406378695954996352,True,,False,1406378695954996352,True,1406378695954996352
hipparcos2,80686,,1,0,247.11583825,-70.08467025,82.53,0.52,199.97,110.97,5.0212,0.555,HIP1,228.69705245149095,12.116806,0.006300739,hip_solution_type_not_5,1,nearest,nearest:296,,False,5808612830236138368,True,5808612830236138368,True,
hipparcos2,80883,,15,3,247.72850509,1.98410093,18.84,0.55,-30.98,-73.42,3.8247,0.022,HIP1,79.68849854276337,53.078556,0.029193206,hip_solution_type_not_5,1,brightest,brightest:381,4432032213658420992,True,,False,4432032213658420992,True,4432032213658420992
hipparcos2,81266,,1,0,248.97066417,-28.2159616,6.88,0.53,-9.89,-22.83,2.7374,-0.206,HIP1,24.880132636302402,145.34883,0.077034876,hip_solution_type_not_5,1,brightest,brightest:115,6044420729667868928,True,,False,6044420729667868928,True,6044420729667868928
hipparcos2,81377,P,5,0,249.28970833,-10.56715177,8.91,0.2,15.26,24.79,2.5708,0.038,HIP1,29.110336652124104,112.233444,0.02244669,hip_component_flag,1,brightest,brightest:96,4337352305320149760,True,,False,4337352305320149760,True,4337352305320149760
hipparcos2,81693,,15,3,250.3228214,31.60188678,93.32,0.47,-461.52,342.28,2.9338,0.65,HIP1,574.5922978947768,10.7158165,0.0050364337,hip_solution_type_not_5,1,brightest;nearest,brightest:150;nearest:222,,False,,False,,False,
hipparcos2,82588,,7,0,253.24674131,-0.02281493,57.97,0.66,-711.7,-1483.65,6.7934,0.749,HIP1,1645.5194354671112,17.250301,0.0113852,hip_solution_type_not_5,1,high_pm,high_pm:71,4381250547575102208,True,,False,4381250547575102208,True,4381250547575102208
hipparcos2,82817,,55,3,253.87185189,-8.3342068,161.41,5.64,-825.84,-873.53,9.0139,1.553,HIP1,1202.1091325249968,6.195403,0.034942072,hip_solution_type_not_5,1,nearest;high_pm,nearest:77;high_pm:148,,False,,False,,False,
hipparcos2,83599,G,5,2,256.30965375,-5.09148339,94.59,1.85,-920.08,-1129.6,10.1272,1.476,HIP1,1456.8951116672745,10.571942,0.019558094,hip_component_flag,1,high_pm;nearest,high_pm:93;nearest:214,4364480521350598144,True,,False,4364480521350598144,True,4364480521350598144
hipparcos2,83945,G,5,2,257.38030938,43.68202644,134.31,1.99,334.58,-282.08,11.7874,1.696,HIP1,437.62187193969174,7.445462,0.0148164695,hip_component_flag,1,nearest,nearest:95,,False,1355264565043431040,True,1355264565043431040,True,
hipparcos2,84012,,17,3,257.59442738,-15.72514768,36.91,0.8,40.13,99.17,2.4393,0.059,HIP1,106.9818012561015,27.092928,0.021674344,hip_solution_type_not_5,1,brightest,brightest:85,,False,4136366183978856960,True,4136366183978856960,True,
hipparcos2,84123,,5,0,257.96906518,-1.85096797,98.19,12.09,-551.62,-324.34,11.3934,1.6,HIP1,639.9070713783369,10.184337,0.12312863,parallax_frac_error_gt_0p1,1,nearest,nearest:196,,False,,False,,False,
hipparcos2,84140,,15,3,258.03175317,45.66984263,167.29,5.02,348.59,-1624.84,9.3753,1.485,HIP1,1661.8122678870798,5.977644,0.030007772,hip_solution_type_not_5,1,high_pm;nearest,high_pm:67;nearest:70,,False,,False,,False,
hipparcos2,84709,,1,2,259.73483504,-34.98957439,146.29,9.03,1129.76,-77.02,6.0194,1.082,HIP1,1132.38232854456,6.8357377,0.061726708,hip_solution_type_not_5,1,nearest;high_pm,nearest:90;high_pm:164,,False,,False,,False,
hipparcos2,84720,,15,3,259.76230954,-46.63650014,113.61,0.69,1037.56,108.99,5.6072,0.764,HIP1,1043.268696789087,8.802042,0.0060734088,hip_solution_type_not_5,1,nearest;high_pm,nearest:139;high_pm:202,5951165616611763456,True,,False,5951165616611763456,True,5951165616611763456
hipparcos2,84794,,1,2,259.97645095,26.5,86.27,4.1,-221.25,355.25,11.2437,1.628,HIP1,418.514187334193,11.591516,0.047525212,hip_solution_type_not_5,1,nearest,nearest:269,4574048021719710848,True,,False,4574048021719710848,True,4574048021719710848
hipparcos2,84970,P,5,0,260.50243371,-24.99948819,7.48,0.17,-7.37,-23.94,3.1931,-0.186,HIP1,25.048762444480168,133.68983,0.022727273,hip_component_flag,1,brightest,brightest:198,4110730486352950144,True,,False,4110730486352950144,True,4110730486352950144
hipparcos2,85727,,75,4,262.77490445,-60.68360659,16.48,0.34,-54.01,-99.25,3.5681,-0.104,HIP1,112.99399364568012,60.679615,0.02063107,hip_solution_type_not_5,1,brightest,brightest:287,5912398348432135552,True,,False,5912398348432135552,True,5912398348432135552
hipparcos2,86036,,15,3,263.74687848,61.87583148,70.47,0.37,277.02,-524.88,5.3484,0.602,HIP1,593.4973418643086,14.190435,0.005250461,hip_solution_type_not_5,1,nearest,nearest:421,,False,1439121018358632832,True,1439121018358632832,True,
hipparcos2,86087,G,5,0,263.89231918,61.68281414,70.93,0.95,263.89,-514.92,10.0357,1.456,HIP1,578.6022282190071,14.098407,0.013393486,hip_component_flag,1,nearest,nearest:415,1439069444391326208,True,,False,1439069444391326208,True,1439069444391326208
hipparcos2,86400,,75,4,264.82092133,3.55547805,90.91,0.67,-179.3,-96.6,6.6566,0.959,HIP1,203.66651663933374,10.999889,0.007369926,hip_solution_type_not_5,1,nearest,nearest:238,,False,4377160604838377600,True,4377160604838377600,True,
hipparcos2,86670,P,5,0,265.62199893,-39.029921,6.75,0.17,-6.05,-25.54,2.3164,-0.171,HIP1,26.246792184950905,148.14815,0.025185185,hip_component_flag,1,brightest,brightest:75,5961206940987571200,True,,False,5961206940987571200,True,5961206940987571200
hipparcos2,86742,P,5,0,265.8682371,4.56691702,39.85,0.17,-41.45,159.34,2.9279,1.168,HIP1,164.64306271446728,25.094105,0.0042659976,hip_component_flag,1,brightest,brightest:147,4473334474604992384,True,,False,4473334474604992384,True,4473334474604992384
hipparcos2,89215,,5,0,273.09237597,5.40279715,15.58,1.82,-502.01,-646.74,10.4991,0.755,HIP1,818.7103686286134,64.18485,0.11681644,parallax_frac_error_gt_0p1,1,high_pm,high_pm:331,4471568143540690816,True,,False,4471568143540690816,True,4471568143540690816
hipparcos2,89341,,5,0,273.44086939,-21.05883052,0.09,0.28,0.3,-0.48,3.8729,0.195,HIP1,0.5660388679233962,11111.11,3.111111,parallax_frac_error_gt_0p1,1,brightest,brightest:414,4093933487636355968,True,,False,4093933487636355968,True,4093933487636355968
hipparcos2,89937,,75,4,275.25974417,72.73369776,124.11,0.87,531.21,-349.71,3.6666,0.489,HIP1,635.988323949426,8.057368,0.0070099104,hip_solution_type_not_5,1,nearest;brightest,nearest:114;brightest:317,,False,2266693630693936512,True,2266693630693936512,True,
hipparcos2,91262,,1,0,279.23410825,38.78299326,130.23,0.36,200.94,286.23,0.0868,-0.001,HIP1,349.72059776341456,7.6787224,0.0027643403,hip_solution_type_not_5,1,brightest;nearest,brightest:3;nearest:104,,False,,False,,False,
hipparcos2,91605,,15,3,280.22843603,31.53511252,42.48,1.11,86.87,-837.41,8.6101,0.865,HIP1,841.9037385592251,23.54049,0.026129944,hip_solution_type_not_5,1,high_pm,high_pm:312,2090051761936884864,True,,False,2090051761936884864,True,2090051761936884864
hipparcos2,91668,,5,0,280.40138735,0.92532942,30.63,3.76,49.88,-1980.03,12.4403,1.411,HIP1,1980.6581772986474,32.64773,0.12275547,parallax_frac_error_gt_0p1,1,high_pm,high_pm:49,4278722497040124032,True,,False,4278722497040124032,True,4278722497040124032
hipparcos2,91768,,95,3,280.700901,59.62601596,280.18,2.18,-1332.03,1807.48,8.9218,1.504,HIP1,2245.28124547906,3.5691342,0.007780713,hip_solution_type_not_5,1,nearest;high_pm,nearest:15;high_pm:38,2154880616774131840,True,,False,2154880616774131840,True,2154880616774131840
hipparcos2,91772,,95,3,280.70212874,59.62236608,289.48,3.21,-1338.68,1809.15,9.9964,1.561,HIP1,2250.5750076147206,3.45447,0.011088849,hip_solution_type_not_5,1,nearest;high_pm,nearest:11;high_pm:37,2154880616774131712,True,,False,2154880616774131712,True,2154880616774131712
hipparcos2,92420,P,5,0,282.51997467,33.36267802,3.39,0.17,1.9,-3.53,3.5618,0.003,HIP1,4.0088527037046395,294.98523,0.050147492,hip_component_flag,1,brightest,brightest:286,2090687795056051328,True,,False,2090687795056051328,True,2090687795056051328
hipparcos2,92656,,5,0,283.21916373,-57.12516221,38.6,4.1,-245.75,-769.29,12.1951,1.48,HIP1,807.5891075293177,25.906736,0.106217615,parallax_frac_error_gt_0p1,1,high_pm,high_pm:340,6637022793692833024,True,,False,6637022793692833024,True,6637022793692833024
hipparcos2,93017,,17,3,284.25612307,32.90162362,67.24,0.37,201.96,-145.46,5.3301,0.594,HIP1,248.8904441717279,14.872101,0.005502677,hip_solution_type_not_5,1,nearest,nearest:475,,False,,False,,False,
hipparcos2,93069,,15,3,284.37749724,-55.99081693,81.4,1.95,-3.67,-441.28,8.9108,1.433,HIP1,441.2952609081588,12.285012,0.023955774,hip_solution_type_not_5,1,nearest,nearest:306,6637963425886794752,True,,False,6637963425886794752,True,6637963425886794752
hipparcos2,93085,,7,1,284.43241354,-21.10662351,8.93,0.53,31.72,-13.33,3.688,1.151,HIP1,34.40708211981946,111.98208,0.059350498,hip_solution_type_not_5,1,brightest,brightest:327,4084834822776246272,True,,False,4084834822776246272,True,4084834822776246272
hipparcos2,93194,,7,0,284.73593565,32.68955294,5.26,0.27,-3.09,1.11,3.2342,-0.049,HIP1,3.283321488980328,190.11406,0.051330797,hip_solution_type_not_5,1,brightest,brightest:203,2043823929421342848,True,,False,2043823929421342848,True,2043823929421342848
hipparcos2,93805,,1,0,286.56229133,-4.88233451,26.37,0.64,-18.69,-91.02,3.4026,-0.096,HIP1,92.91908576821018,37.92188,0.024270002,hip_solution_type_not_5,1,brightest,brightest:247,4254395871029677952,True,,False,4254395871029677952,True,4254395871029677952
hipparcos2,93864,,75,4,286.73517625,-27.66981476,26.82,0.86,-50.61,-249.8,3.4689,1.169,HIP1,254.87528734657664,37.285606,0.032065623,hip_solution_type_not_5,1,brightest,brightest:261,,False,6762701233364896000,True,6762701233364896000,True,
hipparcos2,95071,,1,2,290.14566346,-7.66629154,91.31,4.02,-60.87,-162.15,12.3795,0.07,HIP1,173.19867031822156,10.951703,0.044025846,hip_solution_type_not_5,1,nearest,nearest:235,4201781696994073472,True,,False,4201781696994073472,True,4201781696994073472
hipparcos2,95168,P,5,0,290.4182303,-17.84725128,25.69,0.19,-25.87,21.46,3.9884,0.228,HIP1,33.612326607957385,38.92565,0.007395874,hip_component_flag,1,brightest,brightest:474,4084474835781915392,True,,False,4084474835781915392,True,4084474835781915392
hipparcos2,95187,,1,2,290.46189814,28.66554728,44.6,3.43,867.45,262.36,11.5312,1.42,HIP1,906.2572880258674,22.421526,0.07690583,hip_solution_type_not_5,1,high_pm,high_pm:253,2038078706303237632,True,,False,2038078706303237632,True,2038078706303237632
hipparcos2,95333,,5,0,290.92833615,-45.08049112,10.86,1.77,-67.64,-816.5,9.7891,0.473,HIP1,819.2969056453222,92.08103,0.16298343,parallax_frac_error_gt_0p1,1,high_pm,high_pm:328,6663637743955008256,True,,False,6663637743955008256,True,6663637743955008256
hipparcos2,95501,,75,4,291.37396955,3.11457893,64.41,1.0,254.54,82.51,3.4408,0.319,HIP1,267.57898217161977,15.525538,0.0155255385,hip_solution_type_not_5,1,brightest,brightest:254,,False,4289041379340453376,True,4289041379340453376,True,
hipparcos2,95947,,17,3,292.68035521,27.95969502,7.51,0.33,-7.17,-6.15,3.2177,1.088,HIP1,9.44623734616064,133.15579,0.043941412,hip_solution_type_not_5,1,brightest,brightest:200,,False,2026116260337482112,True,2026116260337482112,True,
hipparcos2,97165,,15,3,296.24350876,45.13069175,19.77,0.48,44.07,48.66,2.8683,-0.002,HIP1,65.65028941291881,50.581688,0.02427921,hip_solution_type_not_5,1,brightest,brightest:135,2079784488001577600,True,,False,2079784488001577600,True,2079784488001577600
hipparcos2,97292,,15,3,296.59837348,32.01800582,73.46,1.79,461.97,-386.5,9.8238,1.517,HIP1,602.327594337168,13.612851,0.024367003,hip_solution_type_not_5,1,nearest,nearest:380,2034581091118259328,True,,False,2034581091118259328,True,2034581091118259328
hipparcos2,97433,,17,3,297.04255738,70.26783536,22.04,0.37,79.31,39.08,3.9974,0.888,HIP1,88.41562361935813,45.372047,0.016787658,hip_solution_type_not_5,1,brightest,brightest:479,2251191616254289152,True,,False,2251191616254289152,True,2251191616254289152
hipparcos2,97649,P,5,0,297.69450819,8.86738473,194.95,0.57,536.23,385.29,0.8273,0.221,HIP1,660.2961434083952,5.1295204,0.0029238267,hip_component_flag,1,brightest;nearest,brightest:13;nearest:46,,False,,False,,False,
hipparcos2,97944,P,5,0,298.57426614,-23.9400744,71.18,0.42,-123.15,-409.7,6.3604,1.016,HIP1,427.8083829239441,14.04889,0.005900534,hip_component_flag,1,nearest,nearest:409,6863535898551993472,True,,False,6863535898551993472,True,6863535898551993472
hipparcos2,98906,,1,2,301.2639875,54.43642859,63.17,3.82,-1163.29,-899.98,11.9703,1.524,HIP1,1470.7846968540296,15.830299,0.060471743,hip_solution_type_not_5,1,high_pm,high_pm:89,2185710338703934976,True,,False,2185710338703934976,True,2185710338703934976
hipparcos2,99096,,5,0,301.77151968,-19.42298441,29.79,4.06,-400.79,-621.71,11.6486,1.208,HIP1,739.6999041503251,33.56831,0.13628733,parallax_frac_error_gt_0p1,1,high_pm,high_pm:423,6866642529998490368,True,,False,6866642529998490368,True,6866642529998490368
hipparcos2,99473,,75,4,302.82610296,-0.82147572,11.39,0.24,35.26,5.71,3.2245,-0.066,HIP1,35.719346298609665,87.79631,0.021071114,hip_solution_type_not_5,1,brightest,brightest:201,4224225924761329792,True,,False,4224225924761329792,True,4224225924761329792
hipparcos2,100453,,5,0,305.55708337,40.25668137,1.78,0.27,2.39,-0.91,2.3548,0.673,HIP1,2.557381473304286,561.7978,0.1516854,parallax_frac_error_gt_0p1,1,brightest,brightest:78,2067518817314952576,True,,False,2067518817314952576,True,2067518817314952576
hipparcos2,100751,,1,0,306.41187379,-56.73488065,18.24,0.52,6.9,-86.02,1.8583,-0.118,HIP1,86.29629424256872,54.824562,0.028508771,hip_solution_type_not_5,1,brightest,brightest:37,,False,,False,,False,
hipparcos2,100923,G,5,2,306.92412557,-27.74557581,67.38,3.01,-196.13,-873.35,11.4395,1.504,HIP1,895.1017815868763,14.8412,0.044672012,hip_component_flag,1,high_pm;nearest,high_pm:262;nearest:474,6798111177125746944,True,,False,6798111177125746944,True,6798111177125746944
hipparcos2,101769,,57,3,309.38695882,14.59520556,32.33,0.47,118.09,-48.06,3.723,0.425,HIP1,127.49514382908865,30.931023,0.01453758,hip_solution_type_not_5,1,brightest,brightest:337,1810448909928688640,True,,False,1810448909928688640,True,1810448909928688640
