catalog,HIP,n_HIP,Sn,So,RArad,DErad,Plx,e_Plx,pmRA,pmDE,Hpmag,B-V,HIP1,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count,cohorts,cohort_ranks,official_best_gaia_ids,has_official_best_neighbour,fis_supplemental_gaia_ids,has_fis_supplemental_match,any_gaia_hip_gaia_ids,has_any_gaia_hip_match,official_neighbourhood_gaia_ids
hipparcos2,13716,P,95,3,44.14346255,55.44266938,-41.3,32.53,784.65,-426.56,11.0857,1.384,HIP1,893.100809595423,,0.7876513,parallax_frac_error_gt_0p1;non_positive_parallax;hip_solution_type_not_5;hip_component_flag,4,high_pm,high_pm:265,459661938487951360,True,,False,459661938487951360,True,459661938487951360
hipparcos2,1068,D,15,3,3.31099339,69.32759463,49.91,6.05,723.93,-293.85,12.5847,1.4,HIP1,781.2953778181463,20.036064,0.1212182,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,high_pm,high_pm:366,,False,,False,,False,
hipparcos2,5165,G,1,2,16.52128448,-46.71849569,0.12,14.62,-80.81,34.97,3.4646,0.885,HIP1,88.05201303774946,8333.334,121.833336,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:260,4933453324590295040,True,,False,4933453324590295040,True,4933453324590295040
hipparcos2,9640,W,15,3,30.97466207,42.32984825,8.3,1.04,42.32,-49.3,2.2409,1.37,HIP1,64.97285894894883,120.481926,0.1253012,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:70,,False,,False,,False,
hipparcos2,12703,D,95,3,40.81165463,-54.11743555,100.33,34.48,-1.23,107.26,12.8502,0.0,HIP1,107.26705225743831,9.967109,0.3436659,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:184,,False,,False,,False,
hipparcos2,17448,W,15,3,56.07969333,32.28827337,2.91,0.73,8.18,-10.43,3.8583,0.022,HIP1,13.255085816395153,343.6426,0.2508591,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:402,216718178536050176,True,,False,216718178536050176,True,216718178536050176
hipparcos2,23416,D,75,4,75.49222145,43.82331367,1.53,1.29,-0.86,-2.66,3.1457,0.537,HIP1,2.7955679208346917,653.5948,0.84313726,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:189,205499655242974464,True,,False,205499655242974464,True,205499655242974464
hipparcos2,25930,D,55,3,83.0016655,-0.29909343,4.71,0.58,0.64,-0.69,2.1361,-0.175,HIP1,0.9411163583744573,212.31422,0.12314224,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:56,3220756843825383936,True,,False,3220756843825383936,True,3220756843825383936
hipparcos2,26549,G,55,3,84.68652551,-2.60006563,3.04,8.92,22.63,13.45,3.6811,-0.19,HIP1,26.32526163212818,328.9474,2.9342105,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:322,3216486443742786048,True,,False,3216486443742786048,True,3216486443742786048
hipparcos2,26551,G,15,3,84.69009956,-2.59968627,6.38,0.9,0.79,-0.9,3.7103,-0.18,HIP1,1.1975391434103522,156.7398,0.14106582,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:333,3216486478101982592,True,,False,3216486478101982592,True,3216486478101982592
hipparcos2,26727,P,15,3,85.18968667,-1.94257852,4.43,0.64,3.19,2.03,1.6812,-0.199,HIP1,3.781137395017536,225.73364,0.14446953,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:31,,False,,False,,False,
hipparcos2,27604,X,15,3,87.6646741,-1.42956995,106.36,57.92,-155.02,256.76,9.3023,0.24,HIP1,299.92815473042873,9.402031,0.5445656,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:166,,False,,False,,False,
hipparcos2,27989,P,1,2,88.79287149,7.40703653,6.55,0.83,27.54,11.3,0.4997,1.5,HIP1,29.76813060976453,152.67175,0.12671755,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:10,,False,,False,,False,
hipparcos2,28936,D,95,3,91.61127338,10.74846833,68.46,36.13,62.26,-7.87,9.5407,0.377,HIP1,62.75543402766011,14.60707,0.5277535,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:458,,False,,False,,False,
hipparcos2,29655,W,17,3,93.71956913,22.5068238,8.48,1.23,-62.46,-12.12,3.2945,1.6,HIP1,63.625042239671636,117.92454,0.14504717,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:220,,False,3377072212924335488,True,3377072212924335488,True,
hipparcos2,30867,G,15,3,97.20447391,-7.03305166,4.82,1.12,-6.86,-2.76,3.7921,-0.113,HIP1,7.3944032889747096,207.46887,0.23236513,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:370,3006953165675574272,True,,False,3006953165675574272,True,3006953165675574272
hipparcos2,42525,G,1,2,130.04985774,41.28551613,68.54,15.51,2.83,-48.77,10.0747,0.47,HIP1,48.85203987552618,14.59002,0.22629122,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:455,913394034663259008,True,,False,913394034663259008,True,913394034663259008
hipparcos2,50636,D,95,3,155.13539761,-23.64438545,83.32,38.76,-87.55,-125.88,9.8526,0.678,HIP1,153.33224351061978,12.001921,0.4651944,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:290,,False,,False,,False,
hipparcos2,57146,X,15,3,175.80011899,-39.43281685,187.2,37.48,-319.83,203.84,9.7727,0.0,HIP1,379.2650451860809,5.3418803,0.20021367,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:48,,False,,False,,False,
hipparcos2,58910,X,15,3,181.20343206,-62.00231369,181.26,44.81,-31.12,-28.88,7.8077,0.626,HIP1,42.45596306763044,5.5169373,0.24721396,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:51,,False,,False,,False,
hipparcos2,62951,D,95,3,193.49471777,-18.03500736,132.83,38.32,-21.92,148.7,8.8994,0.497,HIP1,150.30694062484272,7.5284195,0.28848904,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:99,,False,,False,,False,
hipparcos2,63721,G,95,3,195.86951067,25.79708295,216.62,56.53,-12.24,-39.84,8.8608,0.455,HIP1,41.677850232467605,4.616379,0.2609639,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:34,,False,,False,,False,
hipparcos2,67593,D,95,3,207.75601522,23.76362328,187.76,66.41,2118.73,5397.57,13.2083,0.0,HIP1,5798.5152166567605,5.325948,0.35369623,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,high_pm;nearest,high_pm:6;nearest:47,,False,,False,,False,
hipparcos2,70185,D,95,3,215.39428495,-16.25846786,102.65,25.05,-220.83,-12.54,13.5767,0.0,HIP1,221.18576016552242,9.741841,0.24403311,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:177,,False,,False,,False,
hipparcos2,72509,G,95,3,222.38618015,-26.11118241,214.67,43.88,-1416.49,-270.45,12.314,1.524,HIP1,1442.0773635973903,4.658313,0.20440677,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest;high_pm,nearest:35;high_pm:98,,False,,False,,False,
hipparcos2,72511,G,95,3,222.38965616,-26.10604657,247.89,44.85,-1372.02,180.11,11.8102,1.48,HIP1,1383.7913471690738,4.0340476,0.18092702,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest;high_pm,nearest:25;high_pm:101,,False,,False,,False,
hipparcos2,73182,D,95,3,224.35804454,-21.40747152,168.77,21.54,961.78,-1677.83,8.1824,1.519,HIP1,1933.9426768392075,5.9252234,0.12762932,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,high_pm;nearest,high_pm:52;nearest:64,,False,,False,,False,
hipparcos2,73192,W,15,3,224.38655724,31.39853567,25.76,4.32,-692.59,-1156.56,11.2431,1.32,HIP1,1348.077127504209,38.819874,0.16770187,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,high_pm,high_pm:113,,False,,False,,False,
hipparcos2,75141,P,1,1,230.34306943,-40.64745903,3.69,0.54,-19.49,-25.29,3.1417,-0.227,HIP1,31.92873627314429,271.00272,0.14634147,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:187,,False,6005678131793146752,True,6005678131793146752,True,
hipparcos2,76362,D,95,3,233.94844135,-80.20229101,76.41,16.18,-35.54,74.43,11.9832,0.0,HIP1,82.4797944953793,13.087292,0.21175238,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:351,,False,,False,,False,
hipparcos2,79394,G,1,2,243.04947055,5.49292836,7.32,3.86,-355.13,-625.54,11.9722,0.975,HIP1,719.3174601662329,136.61201,0.52732235,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,high_pm,high_pm:450,4437692877477200256,True,,False,4437692877477200256,True,4437692877477200256
hipparcos2,82724,D,95,3,253.63224879,-62.40021889,270.53,43.44,322.48,221.6,11.958,1.729,HIP1,391.27983643423283,3.6964478,0.16057369,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:20,,False,,False,,False,
hipparcos2,82725,D,95,3,253.63396185,-62.40373245,241.17,33.78,280.74,189.74,11.8651,0.0,HIP1,338.8454149018399,4.146453,0.14006718,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:27,,False,,False,,False,
hipparcos2,83609,D,95,3,256.33624306,-33.76704001,178.08,46.98,362.41,-239.71,10.545,0.607,HIP1,434.5133970316681,5.6154537,0.263814,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:54,,False,,False,,False,
hipparcos2,84345,D,15,3,258.66192746,14.39025294,9.07,1.32,-7.32,36.07,2.9137,1.164,HIP1,36.80526185207762,110.253586,0.14553474,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:141,,False,,False,,False,
hipparcos2,84581,D,95,3,259.3477484,-7.87685456,103.28,54.57,13.58,179.38,11.6201,0.0,HIP1,179.89330393319258,9.682417,0.5283695,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:174,,False,,False,,False,
hipparcos2,85605,D,95,3,262.40079033,24.65322651,146.84,29.81,86.61,286.28,11.6395,1.101,HIP1,299.09451766958216,6.8101335,0.20301008,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:89,,False,,False,,False,
hipparcos2,85927,P,1,0,263.40219318,-37.10374869,5.71,0.75,-8.53,-30.8,1.5244,-0.231,HIP1,31.95936326024034,175.13135,0.1313485,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:24,,False,,False,,False,
hipparcos2,86961,D,95,3,266.55272106,-32.10275504,68.29,45.19,-220.55,-318.27,13.3707,1.463,HIP1,387.21840787855115,14.643433,0.66173667,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:461,,False,,False,,False,
hipparcos2,86963,D,95,3,266.56031266,-32.10165446,76.14,17.85,-53.11,-238.06,11.2003,1.439,HIP1,243.91235249572745,13.133701,0.23443657,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:354,4055584308787727488,True,,False,4055584308787727488,True,4055584308787727488
hipparcos2,94223,X,15,3,287.71919902,-48.07809887,112.12,47.72,-944.31,-274.0,10.4167,0.0,HIP1,983.2585499755392,8.919015,0.4256154,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest;high_pm,nearest:146;high_pm:222,,False,,False,,False,
hipparcos2,107259,P,3,0,325.87689594,58.78005303,0.55,0.2,5.36,-3.51,3.9123,2.242,HIP1,6.407003980020615,1818.1818,0.36363637,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,brightest,brightest:434,2202630001603369856,True,,False,2202630001603369856,True,2202630001603369856
hipparcos2,107427,G,1,2,326.37365338,-21.55828159,72.57,26.77,110.92,-77.54,11.0451,0.448,HIP1,135.3355016246661,13.7797985,0.36888522,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:393,,False,,False,,False,
hipparcos2,112325,G,15,3,341.26845467,-2.65645993,79.78,21.65,62.45,-81.9,9.3926,0.66,HIP1,102.99326434286857,12.53447,0.27137128,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:324,2649536913693752960,True,,False,2649536913693752960,True,2649536913693752960
hipparcos2,115064,D,95,3,349.59588438,-24.99848533,83.21,24.01,93.26,1.02,11.1328,0.0,HIP1,93.26557778730586,12.017786,0.28854707,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,nearest,nearest:293,,False,,False,,False,
hipparcos2,394,,1,2,1.2217286,34.65955197,25.52,3.28,769.18,99.69,6.2283,0.632,HIP1,775.6132854071028,39.18495,0.12852664,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:372,,False,2876698936572615424,True,2876698936572615424,True,
hipparcos2,473,P,15,3,1.41782131,45.81245486,88.44,1.56,887.48,-152.02,8.2899,1.41,HIP1,900.4059255691291,11.3071,0.017639076,hip_solution_type_not_5;hip_component_flag,2,nearest;high_pm,nearest:255;high_pm:257,386653851004022144,True,,False,386653851004022144,True,386653851004022144
hipparcos2,677,P,75,4,2.09653385,29.09082837,33.62,0.35,137.46,-163.44,2.0371,-0.038,HIP1,213.5600271586422,29.744202,0.01041047,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:49,,False,,False,,False,
hipparcos2,1295,,1,2,4.05910755,19.86228896,61.32,13.14,714.68,-757.74,11.8615,1.485,HIP1,1041.6032882052552,16.307894,0.21428572,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:203,2797745549200763520,True,,False,2797745549200763520,True,2797745549200763520
hipparcos2,2201,G,5,2,6.95739199,-6.48384292,21.4,3.18,281.36,-928.32,11.7037,1.229,HIP1,970.0213770840311,46.728973,0.14859813,parallax_frac_error_gt_0p1;hip_component_flag,2,high_pm,high_pm:228,2430787151203111424,True,,False,2430787151203111424,True,2430787151203111424
hipparcos2,4964,G,5,2,15.91284513,-45.78788934,18.52,2.2,-284.64,-1716.97,11.7632,1.124,HIP1,1740.4039503804856,53.995678,0.1187905,parallax_frac_error_gt_0p1;hip_component_flag,2,high_pm,high_pm:63,4981626021378444928,True,,False,4981626021378444928,True,4981626021378444928
hipparcos2,5336,D,75,4,17.05383814,54.92422782,132.38,0.82,3422.23,-1598.93,5.2898,0.704,HIP1,3777.3317722699444,7.554011,0.006194289,hip_solution_type_not_5;hip_component_flag,2,high_pm;nearest,high_pm:14;nearest:101,,False,411413822074322432,True,411413822074322432,True,
hipparcos2,5348,G,15,3,17.09608393,-55.2458325,10.92,0.39,20.87,30.64,3.9219,-0.12,HIP1,37.07244933909816,91.57509,0.035714284,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:439,4913847589156808960,True,,False,4913847589156808960,True,4913847589156808960
hipparcos2,5353,,1,2,17.1075206,63.51587535,16.02,2.75,1047.27,-90.13,11.7033,0.88,HIP1,1051.1412225766812,62.42197,0.17166042,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:194,523313040665475968,True,,False,523313040665475968,True,523313040665475968
hipparcos2,7588,P,1,1,24.42813208,-57.23665985,23.39,0.57,87.0,-38.24,0.4233,-0.158,HIP1,95.03313948302456,42.753315,0.024369389,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:8,,False,,False,,False,
hipparcos2,7751,D,15,3,24.94684868,-56.19644225,127.84,2.19,282.16,10.56,5.9046,0.88,HIP1,282.35753788415144,7.822278,0.01713079,hip_solution_type_not_5;hip_component_flag,2,nearest,nearest:109,4911306239828325760,True,,False,4911306239828325760,True,4911306239828325760
hipparcos2,7765,,1,2,24.98326915,15.25944416,81.98,20.93,147.34,-41.71,8.8128,0.0,HIP1,153.13000914255835,12.198096,0.25530615,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,nearest,nearest:302,2589107273595379584,True,,False,2589107273595379584,True,2589107273595379584
hipparcos2,8903,P,75,4,28.65978905,20.80829983,55.6,0.58,98.74,-110.41,2.7044,0.165,HIP1,148.1214221508827,17.985613,0.010431655,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:112,,False,,False,,False,
hipparcos2,9487,P,15,3,30.51166985,2.76376128,21.66,1.06,32.45,0.04,3.8281,0.024,HIP1,32.45002465330343,46.168053,0.048938133,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:382,,False,2517584007848935808,True,2517584007848935808,True,
hipparcos2,13714,,95,3,44.14033172,55.43836221,22.16,10.51,737.25,-431.82,11.2243,1.405,HIP1,854.4039295906825,45.126354,0.474278,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:296,459661938487952000,True,,False,459661938487952000,True,459661938487952000
hipparcos2,14101,,1,2,45.46502799,-16.59262919,106.16,16.51,-356.78,-302.31,10.5378,0.0,HIP1,467.6358674225064,9.419744,0.15551996,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,nearest,nearest:167,5153091836072107136,True,,False,5153091836072107136,True,5153091836072107136
hipparcos2,14576,W,75,4,47.04220893,40.95565071,36.27,1.4,2.99,-1.66,2.0969,-0.003,HIP1,3.4198976592874826,27.570995,0.03859939,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:52,,False,,False,,False,
hipparcos2,17666,W,15,3,56.75687277,41.43027782,45.65,2.63,607.27,-1242.71,7.7868,0.796,HIP1,1383.1503884249175,21.905804,0.057612266,hip_solution_type_not_5;hip_component_flag,2,high_pm,high_pm:102,231113736385994624,True,,False,231113736385994624,True,231113736385994624
hipparcos2,18614,,1,0,59.7412487,35.79102722,2.62,0.51,3.62,1.74,4.0307,0.016,HIP1,4.016466108409232,381.6794,0.19465649,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:497,219375904303684224,True,,False,219375904303684224,True,219375904303684224
hipparcos2,18899,,95,3,60.76643366,-15.15211106,116.92,47.04,-154.81,-225.03,10.3639,0.0,HIP1,273.1384941746586,8.552856,0.4023264,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,nearest,nearest:126,,False,,False,,False,
hipparcos2,20894,P,1,0,67.16531227,15.87094681,21.69,0.46,108.42,-26.74,3.4597,0.179,HIP1,111.66881390970354,46.104195,0.02120793,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:257,,False,3312744219988782720,True,3312744219988782720,True,
hipparcos2,21088,D,15,3,67.79185906,58.98205272,179.27,3.23,1302.66,-2046.7,10.7934,1.17,HIP1,2426.0882023537397,5.578178,0.018017516,hip_solution_type_not_5;hip_component_flag,2,high_pm;nearest,high_pm:32;nearest:52,470826482637310080,True,,False,470826482637310080,True,470826482637310080
hipparcos2,21281,P,17,3,68.49882662,-55.04500553,19.34,0.31,57.75,10.93,3.2372,-0.079,HIP1,58.77522777497336,51.706306,0.016028956,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:204,4775977077371116672,True,,False,4775977077371116672,True,4775977077371116672
hipparcos2,23453,P,75,4,75.61950031,41.07588922,4.15,0.29,9.45,-20.71,3.8549,1.154,HIP1,22.764151642439916,240.96385,0.06987952,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:399,,False,200929706966014976,True,200929706966014976,True,
hipparcos2,24608,P,75,4,79.17206466,45.99902905,76.2,0.46,75.25,-426.89,0.2385,0.795,HIP1,433.4716076053886,13.12336,0.006036746,hip_solution_type_not_5;hip_component_flag,2,brightest;nearest,brightest:7;nearest:353,,False,,False,,False,
hipparcos2,25281,,15,3,81.11923807,-2.39713913,3.34,1.07,-0.71,-3.46,3.2919,-0.24,HIP1,3.5320956951928695,299.4012,0.32035932,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:219,3214077516844988800,True,,False,3214077516844988800,True,3214077516844988800
hipparcos2,25647,P,1,1,82.18659614,-65.44893767,65.93,0.57,33.16,150.83,7.0466,0.83,HIP1,154.4321032039647,15.167602,0.008645533,hip_solution_type_not_5;hip_component_flag,2,nearest,nearest:500,,False,4660766641264343680,True,4660766641264343680,True,
hipparcos2,26207,,15,3,83.78449086,9.93416302,2.97,0.55,-0.34,-2.94,3.3298,-0.16,HIP1,2.9595945668283687,336.70035,0.1851852,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:231,,False,,False,,False,
hipparcos2,26451,P,5,5,84.41118462,21.14259289,7.33,0.82,1.78,-20.07,2.9184,-0.148,HIP1,20.148779119341203,136.42564,0.11186903,parallax_frac_error_gt_0p1;hip_component_flag,2,brightest,brightest:144,3402918982515591168,True,,False,3402918982515591168,True,3402918982515591168
hipparcos2,28442,,1,2,90.08252266,-31.03118257,61.0,21.39,-412.68,988.22,7.9975,1.137,HIP1,1070.9264917817657,16.393442,0.35065573,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:185,,False,,False,,False,
hipparcos2,28671,,55,3,90.81020915,19.36225818,16.81,2.04,664.05,-622.42,9.4093,0.646,HIP1,910.1478225541167,59.488403,0.12135634,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:251,3374633977170787072,True,,False,3374633977170787072,True,3374633977170787072
hipparcos2,30630,P,1,0,96.54301185,18.75730281,67.89,1.53,-117.6,-163.48,6.9303,0.938,HIP1,201.38388813408088,14.72971,0.022536457,hip_solution_type_not_5;hip_component_flag,2,nearest,nearest:467,,False,,False,,False,
hipparcos2,31292,D,95,3,98.44805528,-75.62562032,115.19,10.61,-291.38,221.24,11.4903,0.0,HIP1,365.85440000087465,8.681309,0.09210868,hip_solution_type_not_5;hip_component_flag,2,nearest,nearest:134,5260759175761502976,True,,False,5260759175761502976,True,5260759175761502976
hipparcos2,31293,D,95,3,98.43325046,-75.63066659,110.88,2.25,-290.15,277.0,10.4985,0.0,HIP1,401.1433939378785,9.018759,0.020292208,hip_solution_type_not_5;hip_component_flag,2,nearest,nearest:148,5260759175761501696,True,,False,5260759175761501696,True,5260759175761501696
hipparcos2,31681,D,1,2,99.42792544,16.39941401,29.84,2.23,13.81,-54.96,1.929,0.001,HIP1,56.66848948048642,33.512066,0.0747319,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:42,,False,,False,,False,
hipparcos2,32349,X,0,4,101.28854105,-16.71314306,379.21,1.58,-546.01,-1223.07,-1.0876,0.009,HIP1,1339.412985228977,2.6370614,0.004166557,hip_solution_type_not_5;hip_component_flag,2,brightest;nearest;high_pm,brightest:1;nearest:6;high_pm:114,,False,,False,,False,
hipparcos2,33152,,7,0,103.5331451,-24.18422314,0.22,0.43,-3.83,4.98,4.0047,1.74,HIP1,6.28245970938135,4545.4546,1.9545455,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:484,2921973698674974592,True,,False,2921973698674974592,True,2921973698674974592
hipparcos2,33499,D,15,3,104.44792516,-44.29109702,124.85,2.13,-1103.65,-41.45,10.823,1.636,HIP1,1104.428098610317,8.009612,0.017060474,hip_solution_type_not_5;hip_component_flag,2,nearest;high_pm,nearest:112;high_pm:173,,False,,False,,False,
hipparcos2,33977,,7,0,105.75613968,-23.83330108,1.18,0.4,-2.21,3.61,3.005,-0.077,HIP1,4.232753241094973,847.45764,0.33898306,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:166,2921635736292220800,True,,False,2921635736292220800,True,2921635736292220800
hipparcos2,34444,,7,0,107.09785868,-26.39320762,2.03,0.38,-3.12,3.31,1.9628,0.671,HIP1,4.548681127535761,492.61084,0.18719211,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:45,,False,,False,,False,
hipparcos2,35264,P,15,3,109.28568388,-37.09748688,4.04,0.33,-10.05,6.47,2.8296,1.616,HIP1,11.952547845543226,247.52475,0.081683174,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:127,5589311357728452608,True,,False,5589311357728452608,True,5589311357728452608
hipparcos2,35550,D,75,4,110.03078875,21.98233983,53.94,0.66,-15.13,-9.79,3.6031,0.374,HIP1,18.02112649087176,18.539118,0.012235818,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:296,,False,866177431955478144,True,866177431955478144,True,
hipparcos2,35904,,7,0,111.02377104,-29.30311963,1.64,0.4,-4.14,5.81,2.4215,-0.083,HIP1,7.134122230520023,609.7561,0.24390244,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:83,5605797194566011520,True,,False,5605797194566011520,True,5605797194566011520
hipparcos2,37279,D,75,4,114.82724202,5.22750758,284.56,1.26,-714.59,-1036.8,0.4607,0.432,HIP1,1259.203362487569,3.5141973,0.004427889,hip_solution_type_not_5;hip_component_flag,2,brightest;nearest;high_pm,brightest:9;nearest:14;high_pm:129,,False,,False,,False,
hipparcos2,38164,,15,3,117.30957939,-46.37322722,1.98,0.28,-4.37,8.66,4.031,-0.16,HIP1,9.700128865123391,505.0505,0.14141414,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:498,,False,5530670107652889344,True,5530670107652889344,True,
hipparcos2,38414,D,1,1,118.05435646,-40.57579879,9.25,0.83,-18.0,5.01,3.8645,1.011,HIP1,18.684220615267847,108.10811,0.08972973,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:405,,False,5537302945910490240,True,5537302945910490240,True,
hipparcos2,39402,,55,3,120.82992846,52.84557079,31.87,3.39,362.42,-676.32,11.4223,1.49,HIP1,767.3050233121115,31.37747,0.10636963,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:382,,False,936421209763448448,True,936421209763448448,True,
hipparcos2,39953,,7,0,122.38314733,-47.33661168,2.92,0.3,-6.07,10.43,1.7034,-0.145,HIP1,12.067717265498061,342.46576,0.10273973,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,brightest,brightest:33,,False,,False,,False,
hipparcos2,41037,P,15,3,125.62860249,-59.50953781,5.39,0.42,-25.52,22.06,1.9996,1.196,HIP1,33.73298089407457,185.52876,0.077922076,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:46,,False,,False,,False,
hipparcos2,41554,,15,3,127.09521686,35.01725702,50.82,6.27,-1035.41,-329.06,10.7741,1.568,HIP1,1086.441140467352,19.677292,0.12337662,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,high_pm,high_pm:177,,False,,False,,False,
hipparcos2,43109,W,17,3,131.6943589,6.41890803,25.23,0.98,-228.11,-43.82,3.5004,0.685,HIP1,232.28078805617997,39.635357,0.03884265,hip_solution_type_not_5;hip_component_flag,2,brightest,brightest:268,,False,,False,,False,
hipparcos2,45593,D,15,3,139.38876014,77.24470115,38.9,3.02,-1066.57,2.18,10.1576,1.32,HIP1,1066.5722278870755,25.70694,0.07763496,hip_solution_type_not_5;hip_component_flag,2,high_pm,high_pm:189,,False,,False,,False,
