catalog,cohort,cohort_rank,source_id,ra,dec,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_params_solved,non_single_star,duplicated_source,visibility_periods_used,astrometric_excess_noise,astrometric_sigma5d_max,ipd_frac_multi_peak,ipd_frac_odd_win,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,phot_variable_flag,teff_gspphot,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count
gaia_dr3,brightest,163,5971289565647972608,252.96755916146594,-38.047480863426145,2016.0,1.873246274472837,0.73545027,-10.451212393635913,0.6633426,-18.31486822108928,0.44191208,2.0876832,95,0,False,11,2.3241525,0.97836125,0,0,3.069865,119.05793,3.1853206,31.836905,3.1992033,43.211166,1.0257201,-0.013882637,NOT_AVAILABLE,35823.555,21.087015873583322,533.832637826234,0.392607356445279,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3
gaia_dr3,brightest,164,1018776176872261248,143.20753978122536,51.67490604097004,2016.0,73.82839808283359,0.20464002,-942.5671400184004,0.15371452,-542.0162846102697,0.18470109,3.7485316,95,0,False,17,1.3855109,0.26537326,0,0,3.0717425,603.25854,3.5151834,54.73596,2.686608,115.25669,1.0822095,0.8285754,NOT_AVAILABLE,,1087.296862050649,13.544923443659517,0.002771833349683936,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,165,4164319171172759040,269.75659946779956,-9.77415085090108,2016.0,22.903060175843585,0.19219178,-7.706553230379911,0.19975859,-116.38040170182684,0.1539651,2.6286478,95,1,False,15,1.2704533,0.29210514,0,0,3.0769866,601.5969,3.7645178,57.8811,2.51218,112.38289,1.0931616,1.2523377,NOT_AVAILABLE,,116.6352813816268,43.6622875861246,0.008391532753173492,ruwe_gt_1p4;astrometric_excess_noise_gt_1;non_single_star,3
gaia_dr3,brightest,166,3288921720025503360,72.46212402119102,6.9613310085374644,2016.0,124.61980141424488,0.22457013,463.9544034849098,0.23709324,11.937009936843957,0.18054439,3.9249425,95,0,False,17,1.3769909,0.33097672,0,0,3.0879216,787.6774,3.513966,60.158806,2.7081478,168.01418,1.0870396,0.8058183,NOT_AVAILABLE,6154.11,464.1079408060918,8.024406945377248,0.001802042073513893,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,167,196944217825405184,89.98371736337808,45.936700316237285,2016.0,4.515407302318046,0.24095644,-3.754685873034695,0.21673797,-7.78494986526491,0.17612386,9.425242,95,0,False,15,1.4821731,0.35139418,6,0,3.0882971,391.44226,4.5690985,112.875275,2.2741776,103.64896,1.0763792,2.294921,NOT_AVAILABLE,,8.643096112496634,221.46396394554182,0.05336316846639106,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,168,1061909811871141504,172.85040436553678,69.33099194674183,2016.0,8.645797394390561,0.14456499,-41.23980723462354,0.15301172,-18.851433095729824,0.13156576,2.4780712,95,0,False,21,1.1225573,0.22548825,6,0,3.1029344,657.0029,4.1895647,86.884766,2.3713224,113.19375,1.0923386,1.8182423,NOT_AVAILABLE,,45.344219372613374,115.66313139014862,0.016720838996613245,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,169,6058271964884299520,185.33849318733613,-60.40074016126815,2016.0,14.199861521996095,0.10702765,-171.22298451399928,0.09643284,91.7950951944146,0.1020675,2.1580281,95,0,False,26,0.9503718,0.16608864,1,0,3.1038253,1074.287,3.9830196,88.13227,2.431452,101.57933,1.1046124,1.5515676,NOT_AVAILABLE,,194.2772501545996,70.42322197656394,0.007537231945090866,ruwe_gt_1p4,1
gaia_dr3,brightest,170,5926920079553285760,252.44682140759986,-59.04149532374984,2016.0,10.699331962178958,0.1289342,38.98964039718318,0.09628607,-26.094642930199186,0.10263441,1.86686,95,0,False,16,0.89370847,0.1599201,1,0,3.1050086,1086.3114,4.1472397,106.554504,2.4292493,104.30129,1.0620606,1.7179904,NOT_AVAILABLE,4809.895,46.916121407851406,93.46377919059783,0.012050678026830915,ruwe_gt_1p4,1
gaia_dr3,brightest,171,5908713025970995584,224.79023735305813,-42.10429832458499,2016.0,,,,,,,,3,0,False,8,2.8486285,1.6710308,0,0,3.1182818,302.81342,3.1815648,31.365046,3.277081,290.86343,1.0478158,-0.095516205,NOT_AVAILABLE,,,,,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,172,1014058103758571520,134.7989643318015,48.040871471105525,2016.0,68.00099930164292,0.42232543,-439.83552453066625,0.2772963,-214.0709500414631,0.33833295,4.8404894,95,0,False,12,1.6377643,0.5393333,4,0,3.120973,471.53113,3.4182682,32.422184,2.91068,330.78958,1.0624,0.50758815,NOT_AVAILABLE,7498.3286,489.164246742156,14.705666244170029,0.006210576853836972,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
