catalog,cohort,cohort_rank,HIP,n_HIP,Sn,So,RArad,DErad,Plx,e_Plx,pmRA,pmDE,Hpmag,B-V,HIP1,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count
hipparcos2,high_pm,469,61495,,1,2,188.99373083,-45.93739893,52.67,3.05,-101.39,-697.57,11.1646,1.482,HIP1,704.8998772875478,18.986141,0.057907727,hip_solution_type_not_5,1
hipparcos2,high_pm,470,27207,,5,0,86.50636924,37.2858875,45.76,0.76,486.82,-509.74,7.4852,0.833,HIP1,704.8606812697102,21.853148,0.016608393,,0
hipparcos2,high_pm,471,116011,,5,0,352.57874724,18.46642948,18.41,3.47,558.22,-428.71,11.9206,1.15,HIP1,703.847875964686,54.318306,0.18848452,parallax_frac_error_gt_0p1,1
hipparcos2,high_pm,472,8070,,5,0,25.92186025,63.82481495,73.65,0.98,-394.73,-582.26,8.5229,1.202,HIP1,703.4475676978349,13.577732,0.013306178,,0
hipparcos2,high_pm,473,102970,,5,0,312.93354237,74.77892847,32.97,0.5,402.89,575.32,7.949,0.685,HIP1,702.3627655990884,30.330603,0.015165301,,0
hipparcos2,high_pm,474,56998,,5,0,175.2625328,-44.40577903,80.64,0.7,-658.97,242.78,7.8962,1.064,HIP1,702.2703107066395,12.400794,0.008680555,,0
hipparcos2,high_pm,475,738,,5,0,2.2662694,-27.12235263,42.65,2.65,696.21,89.92,11.7931,1.493,HIP1,701.9928564451351,23.446657,0.062133648,,0
hipparcos2,high_pm,476,70218,,5,0,215.49016725,29.63036508,69.7,0.82,-631.36,-306.88,8.6414,1.275,HIP1,701.990586831476,14.347203,0.011764706,,0
hipparcos2,high_pm,477,6097,,5,0,19.56627316,-12.89818564,45.2,3.5,173.92,-679.48,11.8545,1.44,HIP1,701.3852271041927,22.123894,0.07743362,,0
hipparcos2,high_pm,478,149,,5,0,0.47868476,26.00557727,21.97,2.23,-306.76,-630.26,11.3715,0.932,HIP1,700.9489034159337,45.516617,0.10150205,parallax_frac_error_gt_0p1,1
hipparcos2,high_pm,479,51007,,5,0,156.29686685,-10.2289874,81.0,1.91,-690.28,120.59,10.2022,1.459,HIP1,700.7342053161099,12.345679,0.023580246,,0
hipparcos2,high_pm,480,46706,,15,3,142.82916916,-13.48884763,99.88,3.6,692.52,104.68,10.0849,1.545,HIP1,700.3869307746968,10.012014,0.036043253,hip_solution_type_not_5,1
hipparcos2,high_pm,481,5004,,5,0,16.02363177,-34.67406258,15.49,1.54,645.86,-265.79,10.4021,0.764,HIP1,698.4121016276852,64.55778,0.099418975,,0
hipparcos2,high_pm,482,68462,,5,0,210.2396161,-31.79744842,29.95,2.46,-691.39,96.65,11.1347,1.404,HIP1,698.1127090950285,33.38898,0.08213689,,0
hipparcos2,high_pm,483,110534,,5,0,335.88611346,-57.21971486,52.22,2.17,587.72,-376.75,10.7854,1.47,HIP1,698.1084162936298,19.14975,0.04155496,,0
hipparcos2,high_pm,484,34285,,5,0,106.62105301,-57.45976834,9.91,0.88,-94.08,689.02,9.6362,0.487,HIP1,695.4132633190137,100.90817,0.08879919,,0
hipparcos2,high_pm,485,101516,,5,0,308.59226776,25.06518875,64.32,2.58,-405.66,-564.22,11.5507,-0.097,HIP1,694.9131197495124,15.547264,0.04011194,,0
hipparcos2,high_pm,486,33852,,5,0,105.40878559,48.37971975,49.79,0.84,544.86,-430.52,8.1256,0.986,HIP1,694.4205426108879,20.084354,0.016870856,,0
hipparcos2,high_pm,487,66397,,5,0,204.19942112,19.08776215,9.16,3.16,-602.62,-344.66,12.1493,0.0,HIP1,694.2199795453888,109.17031,0.34497818,parallax_frac_error_gt_0p1,1
hipparcos2,high_pm,488,24463,,5,2,78.7436701,44.53070218,22.22,3.41,16.23,-693.22,10.4459,1.06,HIP1,693.4099662537308,45.0045,0.15346536,parallax_frac_error_gt_0p1,1
hipparcos2,high_pm,489,45957,,5,0,140.58725618,-32.14917844,26.53,1.01,-629.09,291.58,8.9805,0.801,HIP1,693.3780530850396,37.693176,0.03807011,,0
hipparcos2,high_pm,490,5496,,1,2,17.59293934,-67.44634763,122.04,2.42,392.75,571.25,9.8135,1.568,HIP1,693.2381445073547,8.194035,0.019829564,hip_solution_type_not_5,1
hipparcos2,high_pm,491,71253,,5,0,218.57093178,-12.52100162,164.99,3.29,-354.45,595.35,11.2634,1.633,HIP1,692.875475825202,6.060973,0.019940602,,0
hipparcos2,high_pm,492,33582,,5,0,104.65975948,-0.4789974,12.56,1.16,336.59,-605.59,9.1293,0.579,HIP1,692.8434716442091,79.61783,0.09235668,,0
hipparcos2,high_pm,493,30256,,1,2,95.47586625,-22.72401493,40.0,3.15,-633.79,274.33,10.8549,1.44,HIP1,690.6132875929915,25.0,0.07875,hip_solution_type_not_5,1
hipparcos2,high_pm,494,42145,,5,0,128.86700745,41.74180845,35.11,1.29,-264.88,-636.99,8.8836,0.923,HIP1,689.8678674210012,28.481913,0.036741666,,0
hipparcos2,high_pm,495,84164,,5,0,258.09145027,-46.56112054,18.25,1.5,-59.82,-686.11,9.329,0.851,HIP1,688.7128316649836,54.79452,0.08219178,,0
hipparcos2,high_pm,496,5862,,5,0,18.7940318,-45.53209714,66.16,0.24,665.13,177.63,5.0854,0.571,HIP1,688.4405085408615,15.114872,0.0036275692,,0
hipparcos2,high_pm,497,15495,,5,0,49.91487081,33.60000942,21.67,1.3,404.35,-556.99,9.8194,0.834,HIP1,688.2853932781081,46.146748,0.059990767,,0
hipparcos2,high_pm,498,27654,,5,0,87.82980354,-20.87751377,28.68,0.17,229.49,-648.41,3.9262,0.984,HIP1,687.8235153002549,34.867504,0.0059274756,,0
hipparcos2,high_pm,499,49616,,5,0,151.88902218,-85.07679032,8.75,0.62,-563.5,394.16,8.7989,0.663,HIP1,687.6731459058147,114.28571,0.070857145,,0
hipparcos2,high_pm,500,58170,,5,0,178.95288717,-38.27964835,41.09,2.88,620.5,-293.55,12.0614,1.477,HIP1,686.4341574397358,24.33682,0.07009005,,0
