source_id,original_ext_source_id,angular_distance,number_of_neighbours,xm_flag
170639948323693952,19337,0.0051146057,1,8
354077348697687424,11048,0.0032624672,1,8
4992538055808271360,2072,0.006950197,1,8
4971496564348436352,10395,0.002629184,1,8
2968097043227107840,25606,0.6043708,1,16
2494759795723713408,10449,0.0017014788,1,8
216718178536050176,17448,0.041784216,1,8
263916742385357056,26801,0.003425097,1,8
4763906879239461632,23693,0.007048515,1,8
4741883764414703232,13218,0.0009991141,1,8
4975284381908412672,3583,0.0023685533,1,8
4978671015158662528,1696,0.001767574,1,8
3006953165675574272,30867,0.0076231537,1,8
93806419367308544,8832,0.008473576,1,8
3407785622839603968,24284,0.003173126,1,8
283569928616960768,27188,0.0070561487,1,72
512129087182637696,8070,0.0014626781,1,8
519478154178249728,7902,0.0009299444,1,8
540136568911394944,1860,0.0039630453,1,8
2589107273595379584,7765,0.033026796,1,8
2797745549200763520,1295,0.048721574,1,8
112440873718983680,14594,0.0022661332,1,8
459661938487952000,13714,0.03326485,1,8
4710180171260274816,4473,0.0027501537,1,8
4758877919212831104,27887,0.0012007587,1,8
16730924842529024,15904,0.0013892252,1,8
2853258035861905664,149,0.004043403,1,8
326109689896765568,10670,0.014698842,1,8
5497072086021346688,31862,0.0005173021,1,8
4913847589156808960,5348,0.01706704,1,8
4996711836306613120,948,0.010279846,1,72
2430787151203111424,2201,0.0032484191,1,8
170216567626711296,19143,0.004642917,1,8
5486881507314450816,34285,0.0010338594,1,8
3774789959807192064,52186,0.005164153,1,8
895942689187551616,37182,0.010701922,1,8
778758492243661824,54658,0.08443462,1,72
5726982995343100928,40693,0.0033133943,1,8
3812355294262255104,55848,0.002798882,1,8
1071194431653425280,47620,0.003740683,1,8
1071195187567668480,47650,0.002515773,1,8
1130450270073924608,47981,0.002127766,1,8
5505483938387762816,34739,0.0013704487,1,8
5610257226031514240,35037,0.0043461137,1,8
4008237757516459392,60343,0.0032141113,1,8
746545172372256384,49081,0.0028647152,1,8
776067089642433664,52600,0.011628636,1,8
978615483876384000,33852,0.0006391436,1,8
5416916936743969152,50191,0.003999956,1,8
3066513435671608064,41307,0.019809887,1,8
3786697056556771584,55210,0.0023377317,1,8
3795389692406967424,58114,0.003396195,1,8
3817965105665685504,54639,0.013657366,1,72
985610542491481984,36915,0.0034686823,1,8
5380306876026603648,58401,0.002657103,1,8
3767878708888402816,51007,0.0011113937,1,8
1248692648174081408,66397,0.00087898935,1,8
708608825759209088,40671,0.0010712643,1,8
777254360337133312,53721,0.005007528,1,8
1092545710514654464,42438,0.001447218,1,8
5788811970149449472,61563,0.00056615163,1,8
3718762218805509888,66413,0.0011690016,1,8
887822001246832384,34017,0.000769228,1,8
948039989652369408,35353,0.0017802918,1,8
830239138487431808,51525,0.010949684,1,72
5297336148056940544,45101,0.013364877,1,8
657608666099404544,42267,0.010541945,1,8
914988876279362560,42145,0.0015465721,1,8
1503625448550796032,66625,0.0011608645,1,8
3517841209157902720,59406,0.0007764066,1,8
3919427007885527680,58321,0.0013348246,1,8
615943806835727872,48152,0.0008579226,1,8
6127435678627741824,60823,0.0039059955,1,8
5631222984331124864,45957,0.0019307453,1,8
3802735426511946496,53169,0.004517844,1,8
3847645013308140800,47307,0.0028729013,1,8
3902785006045478656,61094,0.0009684709,1,8
798914636327665536,46769,0.0025420196,1,8
913394034663259008,42525,0.017307935,1,8
5859393710380907776,60417,0.00090040884,1,8
3591095243645039872,55955,0.0031328606,1,8
5743705394673617664,44722,0.0032091818,1,8
3852570413083923072,46580,0.002291092,1,8
598180646733241216,42762,0.0027709238,1,8
1542683331386097280,62374,0.0041512526,1,8
1090049716041842816,41689,0.0016721674,1,8
5599824647403389952,37677,0.012279025,1,8
5612323414549657728,37229,0.03450206,1,72
3073097998492775808,41661,0.003935071,1,8
834571523536798848,51248,0.009982195,1,72
5663558453071724288,47592,0.01464722,1,8
3510294882898890880,62882,0.005101974,1,8
5745027080665197696,46488,0.0034089498,1,8
3637980103080627328,65714,0.010307518,1,8
3868080055385587840,54227,0.00025021427,1,8
3608394512920061952,65362,0.00502309,1,8
577602496345490176,43790,0.0006661833,1,8
704967037090946688,43587,0.0016249513,1,8
819750862709551360,47690,0.002851681,1,8
851346566283231616,50125,0.0011209236,1,8
1078773262224027520,54952,0.006195686,1,72
6060547163656965120,63003,0.0071248324,1,8
5329941409468845824,43023,0.0036302982,1,8
3060641356390249728,36338,0.0021705583,1,8
3988689609004982912,53985,0.001019166,1,8
791249665893533568,57450,0.0010777899,1,8
1679431516675701632,64275,0.0009321728,1,8
5191563228620951424,49616,0.0015086737,1,8
6061388186966894848,62809,0.0017965599,1,8
5454500168322239872,52596,0.0037510814,1,8
3765772972322477696,50341,0.004139288,1,8
3057712223051571200,37349,0.0010387358,1,8
3812355328621651328,55846,0.0014846209,1,8
659951725379878272,43510,0.0027186873,1,8
731253779217024640,52771,0.0018734965,1,8
732857558276385664,54646,0.00073810946,1,8
810952158347760128,45688,0.017168105,1,8
5320435203722048768,39987,0.0061988737,1,8
3573119499842945280,57459,0.0018163245,1,8
3633926753464638592,66675,0.0009162867,1,8
3685363487960149376,63467,0.00040747627,1,8
3112836479029139200,33582,0.0015727682,1,8
3934198156329809152,61901,0.16812904,1,72
898506166187633280,36627,0.007997754,1,8
778340502115723264,53523,0.0011468922,1,8
1088813933689615872,36834,0.0008825916,1,8
3135225421986581504,37288,0.0010477054,1,8
3914019231742221568,55625,0.0069300984,1,8
913325109028988288,42940,0.0027313055,1,8
853819947756949120,51459,0.0044552637,1,8
1103079616027292416,34115,0.0006462243,1,8
1683102889080800640,61281,0.01594992,1,8
3598278250031419008,59532,0.0014787747,1,8
4007474181050310016,57901,0.009142926,1,8
6127688772460862976,61622,0.003289946,1,8
5378886891123024512,56998,0.0003990057,1,8
3460347849221303296,58170,0.0033586717,1,8
3592769731134725248,56157,0.0039541805,1,8
646818024623804416,47741,0.01737313,1,8
1551712074193871872,66315,0.012328013,1,72
5941478335062267392,80229,0.005398668,1,8
6721432232656218752,89211,0.003153497,1,8
1157100026750416640,74419,0.002712958,1,8
1348028919540189056,84790,0.004683554,1,8
5924187617032756736,84051,0.003990114,1,8
1310284059748155136,83207,0.0061687953,1,8
1379500756257031808,78775,0.00208159,1,8
1384195086792268800,77760,0.003954956,1,8
5866200374548365568,69201,0.0026371884,1,8
5994771148252505216,78170,0.001978436,1,8
6172473118001192576,68462,0.0017140624,1,8
4469314179061640320,88192,0.005754601,1,8
1175938925836488448,70475,0.0033556754,1,8
1284721994948665216,70218,0.0016464627,1,8
1406378695954996352,80679,0.004273709,1,8
2129771310248902016,95575,0.009438761,1,8
5801950515627094400,84988,0.008833697,1,72
5904539176758763520,72119,0.002593186,1,8
5902489309145870464,74376,0.013500364,1,8
6018034958869558912,80300,0.0024598404,1,8
6336170195850218240,74555,0.0026162018,1,8
1159108770069883136,71979,0.004095028,1,8
3722736193130634752,68527,0.0013322987,1,8
1316590033811497088,78241,0.0020578136,1,8
1342299192648782592,86431,0.0012191511,1,8
6041076668127513984,78104,0.030002298,1,8
6244010505608714368,78933,0.019276807,1,8
6245870673116518784,79431,0.04300027,1,72
1156846524895814144,73786,0.0009388401,1,8
4432032213658420992,80883,0.7301536,1,16
4315804282633172352,95447,1.2060436,1,16
4568060562432051584,83762,0.0038414611,1,8
1439069444391326208,86087,0.001777713,1,8
5914096303621755520,83990,0.00032873644,1,8
5877748442128924544,71681,0.46895134,1,16
6105713692544123520,71865,0.024735505,1,8
4079684229322231040,91438,0.008844173,1,72
4084474835781915392,95168,0.013273867,1,8
4423865487962417152,77052,1.0581883,1,16
4471568143540690816,89215,0.0008755561,1,8
4307162018124573312,93871,0.0012467867,1,8
1185648953539868800,71795,1.0827584,1,16
4582680493669880704,88348,0.00088825665,1,8
5866992641380992256,69972,0.00070179685,1,8
1155276250492687616,74190,0.0053344653,1,8
4516199313406309504,94557,0.006007836,1,8
6637022793692833024,92656,0.0016668452,1,8
6171492074455952128,67308,0.032346144,1,72
4103671243754951296,91430,0.006201594,1,8
4589549005370416256,88794,0.00612961,1,8
2108544241842459648,90306,0.008897148,1,72
5895265380327966464,69454,0.0015995125,1,8
5941689784906655616,80043,0.001898134,1,8
5903642967392021504,73807,0.7653249,2,16
6213789290343029760,75542,0.0029922358,1,8
4093301474693288960,90790,0.00077579485,1,8
1236929488664453376,72848,0.025552275,1,8
2038078706303237632,95187,0.0041678892,1,8
5907202503156812032,74117,0.6796228,1,16
6049221163063960320,80268,0.0055681444,1,8
6229442835525861120,72688,0.0034672027,1,8
1604859511344724864,70497,0.0072153653,1,8
1287752248996223488,71311,0.0020676649,1,8
1605198298364601088,71181,0.0010490885,1,8
5835498883232034816,79190,0.0021663408,1,8
6092221001248304000,70924,0.0027659119,1,8
6107651444350934400,68282,0.8585664,1,16
6713727061309245952,95347,0.0064361724,1,8
4055584308787727488,86963,0.046947464,1,8
6245697981070158080,79374,0.09344551,1,72
2090051761936884864,91605,0.01117322,1,72
5951309927528198400,84164,0.0029471763,1,8
6663637743955008256,95333,0.001690621,1,8
6232043867720079616,73385,0.0024929396,1,8
4354357901908595456,81170,0.0076966113,1,8
4437692877477200256,79394,0.0023114332,1,8
1333760419707327744,84862,0.0058317482,1,8
6637963425886794752,93069,0.033452597,1,72
6252489114640798592,74477,0.0034930059,1,8
4450016100717738880,79137,0.11491562,1,72
1341113541156480768,84099,0.0011774043,1,8
1385978666451514112,79992,0.010694386,1,8
1637110042813188608,85235,0.0017207665,1,8
6662167868705713664,93206,0.004146704,1,8
4347870370990204928,78353,0.0009999641,1,8
1698467120968386688,72726,0.0022255534,1,8
5899408305748518528,71536,0.009137266,1,8
5970956070030449792,81935,0.00074641994,1,8
4395113396338721024,84521,0.0010325989,1,8
1286024744429754752,71748,0.0039377785,1,8
1359938520253565952,83389,0.002266891,1,8
1510834911934401152,67691,0.001478959,1,8
1606148310770764288,73005,0.0017635712,1,8
5805810454276181120,82256,0.00071558275,1,8
6018047019138644480,80337,0.0056119533,1,8
6764687466752221824,96124,0.0011948702,1,8
4345775217221821312,79672,0.0036366687,1,8
4258375617747092864,92200,0.0009747535,1,8
4291123545113039616,96285,0.001411979,1,8
4430238051199001216,77257,0.005073363,1,8
4459548626016199168,81018,0.0062034046,1,8
1234693112077610880,72237,0.0014153871,1,8
1323427759184545536,78459,0.0014798299,1,8
1350714133093019904,87938,0.0013041924,1,8
6561146458331160320,108159,0.0031603703,1,8
2756363608023588864,116771,0.0058580195,1,8
2869936905701172352,115194,0.004299269,1,72
1891459758430361088,112800,0.0021584667,1,8
6508401923473282432,110443,0.00094624574,1,8
6608490501308343168,111960,0.002212979,1,8
6798111177125746944,100923,0.0010121332,1,8
2379962604166006016,114411,0.0016213334,1,8
1731398559374658944,103577,0.0006666094,1,8
1776317182780536064,109555,0.002196498,1,8
6391176735363140480,114361,0.0014815171,1,8
6855358349537379840,102119,0.0069487663,1,8
2823967424055746688,116011,0.003879498,1,8
6465749496610128512,106696,0.0008009123,1,8
6533852319120781440,117254,0.0017447283,1,8
6805455124526007424,102485,0.010264834,1,8
6863535898551993472,97944,0.00474051,1,72
2029433521248546304,98767,0.0059444853,1,72
6471497502884511232,102186,0.0039393427,1,8
6891134705556330880,106147,0.0028275405,1,8
1889703529122914560,112909,0.0008971059,1,8
1923802133480850176,116443,0.00016158787,1,8
6456884409233519360,103910,0.0037034675,1,8
2070115588901082368,102401,0.0022615273,1,8
6427244702486210816,98959,0.0004640701,1,8
6575581564623343872,105679,0.0019036927,1,8
6910371005081903488,103800,0.00444589,1,8
1831553382794173824,101516,0.003030754,1,8
1800808220175220480,106811,0.1586444,1,72
2034581091118259328,97292,0.0386042,1,72
2653884210872467200,111497,0.010064083,1,8
6614285855300051840,110996,0.002075628,1,8
6832674634380238848,105341,0.0005958817,1,8
2717105133036645760,111313,0.0049538594,1,8
2034628782438989440,97241,0.028277801,1,72
1946297900868982016,108200,0.0022456527,1,8
2395031273585836288,116215,0.0011342925,1,8
1810448909928688640,101769,0.8204687,1,16
1810314425924774784,99792,0.0013808743,1,8
6487709801833043328,117702,0.0009956151,1,8
6916526964529218816,103150,0.0014149115,1,8
4247023886053586304,98698,0.0018428776,1,8
6368016725517046144,98495,0.012233001,1,8
6508776375901968640,110109,0.03762878,1,72
2009439555118168832,115562,0.0021964656,1,8
6467586746181270528,100490,0.004594877,1,8
2649536913693752960,112325,0.06304031,1,8
2649580550562004352,112310,0.0033016494,1,8
2723557788822526720,109638,0.0002713172,1,8
1736838805468812160,104092,0.002804504,1,8
6579894402894605824,104644,0.003923554,1,8
6748796396992580352,99150,0.004102875,1,8
1838855376946302720,103441,0.0020268545,1,8
6569895822110445440,109821,0.0021389886,1,8
6854626246593473792,101997,0.0011639921,1,8
6866642529998490368,99096,0.005071296,1,8
1912109961188455296,115610,0.0017701896,1,8
6858312737278836736,102235,0.002599167,1,8
2611163717366876544,112774,0.0014391863,1,8
1787990525934491776,104659,0.0020187995,1,8
6504705571539380992,110534,0.0007233852,1,8
2733790256348020608,110035,0.00063986465,1,8
2867826668010103040,117159,0.018602084,1,8
2277839861099828480,102970,0.00076315156,1,8
